X,Y,objectid,match_addr,company_name,nace_rev_2_code,kod,interval,odvětví,industry
16.6033695990001,49.2078075740001,116,"Kotlářská 931/53, 602 00, Veveří, Brno-střed, Brno, Brno-město, Jihomoravský kraj","Cé Ká Servis,s.r.o.",7911,79,6 - 9,"Činnosti cestovních agentur, kanceláří a ostatní rezervační a související činnosti","Travel agency, tour operator and other reservation service and related activities"
16.6373731370001,49.223064901,117,"Cacovice 63/2, 614 00, Maloměřice, Brno-Maloměřice a Obřany, Brno, Brno-město, Jihomoravský kraj",MIX Blend s.r.o.,461,46,6 - 9,Velkoobchod,Wholesale trade
16.6373731370001,49.223064901,118,"Cacovice 63/2, 614 00, Maloměřice, Brno-Maloměřice a Obřany, Brno, Brno-město, Jihomoravský kraj",X ACTIVE s.r.o.,461,46,6 - 9,Velkoobchod,Wholesale trade
16.613628127,49.2000691910001,119,"Příkop 843/4, 602 00, Zábrdovice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Monster Merchandise s.r.o.,7112,71,6 - 9,Těžba železných rud,Mining of iron ores
16.6055936540001,49.17616589,120,"Pražákova 1008/69, 639 00, Štýřice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",NATTYS one s.r.o.,5610,56,6 - 9,Poskytování stravování a podávání nápojů,Food and beverage service activities
16.623060283,49.204067234,121,"Merhautova 448/42, 613 00, Zábrdovice, Brno-sever, Brno, Brno-město, Jihomoravský kraj",SIREAL TRADE s.r.o.,68,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.6192317650001,49.19729277,122,"Cejl 892/32, 602 00, Zábrdovice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",ALITECH Plus s.r.o.,6831,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.6271913040001,49.2231508990001,123,"Halasovo náměstí 597/1, 638 00, Lesná, Brno-sever, Brno, Brno-město, Jihomoravský kraj","ONKOLOGIE Bona Dea, s.r.o.",8622,86,6 - 9,Zdravotní péče,Human health activities
16.619866861,49.25004411,124,"Dohnalova 280/16, 644 00, Soběšice, Brno-sever, Brno, Brno-město, Jihomoravský kraj","VZDUCHOSERVIS,s.r.o.",461,46,6 - 9,Velkoobchod,Wholesale trade
16.602042409,49.2085448880001,125,"Hoppova 881/20, 602 00, Veveří, Brno-střed, Brno, Brno-město, Jihomoravský kraj","Bytové družstvo Hoppova 20, družstvo",6820,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.5928550890001,49.199836342,126,"Úvoz 422/47, 602 00, Veveří, Brno-střed, Brno, Brno-město, Jihomoravský kraj",AV Pro v.o.s.,7420,74,6 - 9,"Ostatní odborné, vědecké a technické činnosti","Other professional, scientific and technical activities"
16.5419566520001,49.219238562,127,"Podlesí 554/23, 624 00, Komín, Brno-Komín, Brno, Brno-město, Jihomoravský kraj","DEUM, s.r.o.",6920,69,6 - 9,Právní a účetnické činnosti,Legal and accounting activities
16.5335183390001,49.1929963320001,128,"Talichova 427/14, 623 00, Kohoutovice, Brno-Kohoutovice, Brno, Brno-město, Jihomoravský kraj",Senlin M+M s.r.o.,581,58,6 - 9,Vydavatelské činnosti,Publishing activities
16.5924668390001,49.1626285290001,129,"Traťová 574/1, 619 00, Horní Heršpice, Brno-jih, Brno, Brno-město, Jihomoravský kraj",DAMIEKO s.r.o.,6920,69,6 - 9,Právní a účetnické činnosti,Legal and accounting activities
16.66223252,49.2091301130001,130,"Blatnická 4219/4, 628 00, Židenice, Brno-Vinohrady, Brno, Brno-město, Jihomoravský kraj","Dirttraxx, s.r.o.",10,10,6 - 9,Výroba potravinářských výrobků,Manufacture of food products
16.6055742080001,49.189707818,131,"Vodní 970/1a, 602 00, Staré Brno, Brno-střed, Brno, Brno-město, Jihomoravský kraj",VCBAPA s.r.o.,55,55,6 - 9,Poskytování ubytování,Accommodation
16.633140946,49.194446359,132,"Kuklenská 2221/31, 615 00, Židenice, Brno-Židenice, Brno, Brno-město, Jihomoravský kraj","SANEMEDICA, s.r.o.",8622,86,6 - 9,Zdravotní péče,Human health activities
16.613628127,49.2000691910001,133,"Příkop 843/4, 602 00, Zábrdovice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Rus Techno s.r.o.,52,52,6 - 9,Těžba hnědého uhlí,Mining of lignite
16.6321020090001,49.2112855610001,134,"náměstí Republiky 725/15, 614 00, Husovice, Brno-sever, Brno, Brno-město, Jihomoravský kraj",FEXIS s.r.o.,6831,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.648901858,49.1993560170001,135,"Viniční 1361/171, 615 00, Židenice, Brno-Židenice, Brno, Brno-město, Jihomoravský kraj",RockWine s.r.o.,5610,56,6 - 9,Poskytování stravování a podávání nápojů,Food and beverage service activities
16.636831833,49.218076076,136,"Skryjova 1606/8, 614 00, Husovice, Brno-sever, Brno, Brno-město, Jihomoravský kraj",DEVILEN s.r.o.,23,23,6 - 9,"Sběr a získávání volně rostoucích plodů a materiálů, kromě dřeva",Gathering of wild growing non-wood products
16.5877208380001,49.2544584390001,137,"Maříkova 1899/1, 621 00, Řečkovice, Brno-Řečkovice a Mokrá Hora, Brno, Brno-město, Jihomoravský kraj",HV System plus s.r.o.,4120,41,6 - 9,Výstavba bytových a nebytových budov,Construction of residential and non-residential buildings
16.595525228,49.1634893090001,138,"Bohunická 493/81, 619 00, Horní Heršpice, Brno-jih, Brno, Brno-město, Jihomoravský kraj",INGREDIENCE s.r.o.,162,16,6 - 9,Podpůrné činnosti pro zemědělství a posklizňové činnosti,Support activities to agriculture and post-harvest crop activities
16.584615007,49.1944382710001,139,"Lipová 916/1a, 602 00, Staré Brno, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Flipchart Data Reporting s.r.o.,6190,61,6 - 9,Těžba ropy,Extraction of crude petroleum
16.5552148950001,49.2236786660001,140,"Chaloupky 171/33, 624 00, Komín, Brno-Komín, Brno, Brno-město, Jihomoravský kraj",The old Chimneys s.r.o.,5610,56,6 - 9,Poskytování stravování a podávání nápojů,Food and beverage service activities
16.6006696210001,49.230459667,141,"Fibichova 2933/47, 612 00, Královo Pole, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj",MUDr. Jana Chalupská s.r.o.,8621,86,6 - 9,Zdravotní péče,Human health activities
16.5742802880001,49.2487929010001,142,"Renčova 1621/36, 621 00, Řečkovice, Brno-Řečkovice a Mokrá Hora, Brno, Brno-město, Jihomoravský kraj",BYTOVÃ‰ DRUŽSTVO KONTAKT,6820,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.618926663,49.191415002,143,"Křenová 299/26, 602 00, Trnitá, Brno-střed, Brno, Brno-město, Jihomoravský kraj",PadelHub s.r.o.,32,32,6 - 9,Akvakultura,Aquaculture
16.598381026,49.212097516,144,"Šumavská 416/15, 602 00, Ponava, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj","SONATA, spol. s r.o.",2899,28,6 - 9,Výroba strojů a zařízení j. n.,Manufacture of machinery and equipment n.e.c.
16.5708260220001,49.240077608,145,"Žebětínek 90/5, 621 00, Medlánky, Brno-Medlánky, Brno, Brno-město, Jihomoravský kraj","BOHEMIA MOBIL, spol. s r.o.",3320,33,6 - 9,Podpůrné činnosti pro rybolov a akvakulturu,Support activities for fishing and aquaculture
16.5975647120001,49.191833133,146,"Pekařská 364/76, 602 00, Staré Brno, Brno-střed, Brno, Brno-město, Jihomoravský kraj",MecenáŠs.r.o.,5610,56,6 - 9,Poskytování stravování a podávání nápojů,Food and beverage service activities
16.4821340030001,49.2495980670001,147,"Bystrc ev. č. 318, 635 00, Bystrc, Brno-Bystrc, Brno, Brno-město, Jihomoravský kraj",ZDRAVÃ‰ LESY s.r.o.,6820,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.6380388270001,49.2153918550001,148,"Cacovická 16/12, 614 00, Husovice, Brno-sever, Brno, Brno-město, Jihomoravský kraj",HV PROFI STAVEBNÃ s.r.o.,4120,41,6 - 9,Výstavba bytových a nebytových budov,Construction of residential and non-residential buildings
16.578078883,49.252169425,149,"Kubova 1797/41, 621 00, Řečkovice, Brno-Řečkovice a Mokrá Hora, Brno, Brno-město, Jihomoravský kraj","Vanda Pálková, s.r.o.",855,85,6 - 9,Vzdělávání,Education
16.6591603850001,49.128188924,150,"Obilní 751/35, 643 00, Chrlice, Brno-Chrlice, Brno, Brno-město, Jihomoravský kraj","SEP, spol. s r.o.",49,49,6 - 9,Pozemní a potrubní doprava,Land transport and transport via pipelines
16.618201964,49.1742955940001,151,"Dufkovo nábřeží 178/8, 619 00, Horní Heršpice, Brno-jih, Brno, Brno-město, Jihomoravský kraj",Navratil Arms s.r.o.,256,25,6 - 9,"Výroba kovových výrobků, kromě strojů a zařízení","Manufacture of fabricated metal products, except machinery and equipment"
16.6055936540001,49.17616589,152,"Pražákova 1008/69, 639 00, Štýřice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",PLANTAGO RE s.r.o.,7120,71,6 - 9,Těžba železných rud,Mining of iron ores
16.5826653770001,49.2492042010001,153,"Marie Hübnerové 1704/58, 621 00, Řečkovice, Brno-Řečkovice a Mokrá Hora, Brno, Brno-město, Jihomoravský kraj","INGAS, s.r.o.",7112,71,6 - 9,Těžba železných rud,Mining of iron ores
16.607037185,49.1888920910001,154,"Nové sady 988/2, 602 00, Staré Brno, Brno-střed, Brno, Brno-město, Jihomoravský kraj",MiRott media s.r.o.,1820,18,6 - 9,Tisk a rozmnožování nahraných nosičů,Printing and reproduction of recorded media
16.618550735,49.1975794310001,155,"Cejl 926/30, 602 00, Zábrdovice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",ŠN3 s.r.o.,6820,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.625613494,49.234462781,156,"Majdalenky 853/19, 638 00, Lesná, Brno-sever, Brno, Brno-město, Jihomoravský kraj","Mokry Systems, s.r.o.",4651,46,6 - 9,Velkoobchod,Wholesale trade
16.7043460520001,49.2151368360001,157,"Staré zámky 818/10, 628 00, Líšeň, Brno-Líšeň, Brno, Brno-město, Jihomoravský kraj",HATCH s.r.o.,6831,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.5692573490001,49.164360021,158,"U Leskavy 764/20, 625 00, Starý Lískovec, Brno-Starý Lískovec, Brno, Brno-město, Jihomoravský kraj",MKJ Trading s.r.o.,4120,41,6 - 9,Výstavba bytových a nebytových budov,Construction of residential and non-residential buildings
16.6014174540001,49.21421579,159,"Štefánikova 612/38c, 612 00, Ponava, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj",Real World Textures s.r.o.,47,47,6 - 9,Maloobchod,Retail trade
16.594283365,49.1993995610001,160,"Gorkého 85/42, 602 00, Veveří, Brno-střed, Brno, Brno-město, Jihomoravský kraj",ATELIER DWELL s.r.o.,6831,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.6371754910001,49.1606650260001,161,"Kaštanová 435/127, 620 00, Brněnské Ivanovice, Brno-Tuřany, Brno, Brno-město, Jihomoravský kraj","AXEPT TOOLS, s.r.o.",46,46,6 - 9,Velkoobchod,Wholesale trade
16.5177948100001,49.2211847980001,162,"Kubíčkova 1115/8, 635 00, Bystrc, Brno-Bystrc, Brno, Brno-město, Jihomoravský kraj",MARTE MORAVIA s.r.o.,461,46,6 - 9,Velkoobchod,Wholesale trade
16.596133251,49.225398297,163,"Mojmírovo náměstí 2919/22, 612 00, Královo Pole, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj",Beamsign s.r.o.,620,62,6 - 9,Těžba zemního plynu,Extraction of natural gas
16.604571816,49.2067829280001,164,"Lidická 718/77, 602 00, Veveří, Brno-střed, Brno, Brno-město, Jihomoravský kraj",HENSHAW ENTERPRISES a.s.,68,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.6055936540001,49.17616589,165,"Pražákova 1008/69, 639 00, Štýřice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Ranansena s.r.o.,6820,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.6249752960001,49.2355293780001,166,"Dusíkova 906/33, 638 00, Lesná, Brno-sever, Brno, Brno-město, Jihomoravský kraj","DVA MOSTY, s.r.o.",55,55,6 - 9,Poskytování ubytování,Accommodation
16.6090825370001,49.230135707,167,"Jarmily Kurandové 191/7, 612 00, Sadová, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj",BelleMED Innovations s.r.o.,3250,32,6 - 9,Akvakultura,Aquaculture
16.6071183220001,49.2017983360001,168,"Lidická 700/19, 602 00, Veveří, Brno-střed, Brno, Brno-město, Jihomoravský kraj",DonRest s.r.o.,10,10,6 - 9,Výroba potravinářských výrobků,Manufacture of food products
16.620626429,49.190277243,169,"Cyrilská 508/7, 602 00, Trnitá, Brno-střed, Brno, Brno-město, Jihomoravský kraj",MakesYouLocal s.r.o.,461,46,6 - 9,Velkoobchod,Wholesale trade
16.6137866290001,49.199725911,170,"Příkop 838/6, 602 00, Zábrdovice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",StatimonaStav s.r.o.,4120,41,6 - 9,Výstavba bytových a nebytových budov,Construction of residential and non-residential buildings
16.623983298,49.2224386890001,171,"Okružní 843/9a, 638 00, Lesná, Brno-sever, Brno, Brno-město, Jihomoravský kraj","Petrov Investment, s.r.o.",6820,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.609795418,49.199993126,172,"Koliště 1912/13, 602 00, Černá Pole, Brno-střed, Brno, Brno-město, Jihomoravský kraj",MY FIT studio s.r.o.,9319,93,6 - 9,"Činnosti v oblasti sportu, zábavy a rekreace",Sports activities and amusement and recreation activities
16.6190511350001,49.180280021,173,"Komárovská 263/20a, 617 00, Komárov, Brno-jih, Brno, Brno-město, Jihomoravský kraj","Investment & Financial, a.s.",6820,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.613628127,49.2000691910001,174,"Příkop 843/4, 602 00, Zábrdovice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Gourmet Family s.r.o.,5610,56,6 - 9,Poskytování stravování a podávání nápojů,Food and beverage service activities
16.618488122,49.2063306410001,175,"Durďákova 340/33, 613 00, Černá Pole, Brno-sever, Brno, Brno-město, Jihomoravský kraj","Stredoevropská asociace kanadských studií, z.s.",9499,94,6 - 9,Činnosti organizací sdružujících osoby za účelem prosazování společných a veřejných zájmů,Activities of membership organisations
16.578365376,49.2112116330001,176,"Marie Steyskalové 315/14, 616 00, Žabovřesky, Brno-Žabovřesky, Brno, Brno-město, Jihomoravský kraj",FEAS4F  s.r.o.,2572,25,6 - 9,"Výroba kovových výrobků, kromě strojů a zařízení","Manufacture of fabricated metal products, except machinery and equipment"
16.5727126210001,49.233292583,177,"Purkyňova 649/127, 612 00, Medlánky, Brno-Medlánky, Brno, Brno-město, Jihomoravský kraj","Vrgineers Partners, s.r.o.",6832,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.687694563,49.179495182,178,"Dědická 1015/22, 627 00, Slatina, Brno-Slatina, Brno, Brno-město, Jihomoravský kraj",eRunka s.r.o.,855,85,6 - 9,Vzdělávání,Education
16.644887178,49.150320375,179,"Ledárenská 397/52, 620 00, Holásky, Brno-Tuřany, Brno, Brno-město, Jihomoravský kraj",PIKR servis s.r.o.,4312,43,6 - 9,Specializované stavební činnosti,Specialised construction activities
16.640807286,49.1920989650001,180,"Stejskalova 931/35, 615 00, Židenice, Brno-Židenice, Brno, Brno-město, Jihomoravský kraj",CHURRO OLE s.r.o.,5610,56,6 - 9,Poskytování stravování a podávání nápojů,Food and beverage service activities
16.5951420910001,49.1853983460001,181,"Vídeňská 1021/6, 639 00, Štýřice, Brno-střed, Brno, Brno-město, Jihomoravský kraj","Advokátníkancelár Martina Svobody, s.r.o.",6910,69,6 - 9,Právní a účetnické činnosti,Legal and accounting activities
16.582352648,49.209615844,182,"Králova 308/29, 616 00, Žabovřesky, Brno-Žabovřesky, Brno, Brno-město, Jihomoravský kraj",Realmaxus družstvo,6832,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.6099601220001,49.1948432840001,183,"Poštovská 657/4, 602 00, Brno-město, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Alfamobil Plus s.r.o.,4690,46,6 - 9,Velkoobchod,Wholesale trade
16.538885355,49.194718562,184,"Libušina třída 578/19, 623 00, Kohoutovice, Brno-Kohoutovice, Brno, Brno-město, Jihomoravský kraj",SALVECOR s.r.o.,8621,86,6 - 9,Zdravotní péče,Human health activities
16.6137866290001,49.199725911,185,"Příkop 838/6, 602 00, Zábrdovice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",REIDONEX s.r.o.,5610,56,6 - 9,Poskytování stravování a podávání nápojů,Food and beverage service activities
16.55739243,49.2150753550001,186,"Jundrovská 1101/48, 624 00, Komín, Brno-Komín, Brno, Brno-město, Jihomoravský kraj","BRNO BD, bytové družstvo",6820,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.5716027730001,49.2416861790001,187,"Rysova 520/2a, 621 00, Medlánky, Brno-Medlánky, Brno, Brno-město, Jihomoravský kraj",Crystal Ice s.r.o.,52,52,6 - 9,Těžba hnědého uhlí,Mining of lignite
16.6137866290001,49.199725911,188,"Příkop 838/6, 602 00, Zábrdovice, Brno-střed, Brno, Brno-město, Jihomoravský kraj","UBI HOSTING, s.r.o.",52,52,6 - 9,Těžba hnědého uhlí,Mining of lignite
16.63164771,49.2125752420001,189,"Elgartova 497/12, 614 00, Husovice, Brno-sever, Brno, Brno-město, Jihomoravský kraj","vlerik.cz, spol. s r.o.",461,46,6 - 9,Velkoobchod,Wholesale trade
16.62185924,49.180497825,190,"Svatopetrská 35/7, 617 00, Komárov, Brno-jih, Brno, Brno-město, Jihomoravský kraj",MADAPOR s.r.o.,6920,69,6 - 9,Právní a účetnické činnosti,Legal and accounting activities
16.6071183220001,49.2017983360001,191,"Lidická 700/19, 602 00, Veveří, Brno-střed, Brno, Brno-město, Jihomoravský kraj",TF Robot s.r.o.,28,28,6 - 9,Výroba strojů a zařízení j. n.,Manufacture of machinery and equipment n.e.c.
16.618592477,49.192860755,192,"Vlhká 194/25, 602 00, Trnitá, Brno-střed, Brno, Brno-město, Jihomoravský kraj",DAXAS print s.r.o.,731,73,6 - 9,"Činnosti v oblasti reklamy, průzkumu trhu a vztahů s veřejností","Activities of advertising, market research and public relations"
16.595592534,49.2134442780001,193,"Tábor 534/50d, 602 00, Ponava, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj",All Capable JB s. r. o.,9999,99,6 - 9,Podpůrné činnosti pro těžbu a dobývání ostatních nerostných surovin,Support activities for other mining and quarrying
16.607037185,49.1888920910001,194,"Nové sady 988/2, 602 00, Staré Brno, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Letteria s.r.o.,17,17,6 - 9,Lov a odchyt divokých zvířat a související činnosti,"Hunting, trapping and related service activities"
16.5747568,49.2219390860001,195,"Terasová 2946/48, 616 00, Žabovřesky, Brno-Žabovřesky, Brno, Brno-město, Jihomoravský kraj",IDOKAN s.r.o.,4941,49,6 - 9,Pozemní a potrubní doprava,Land transport and transport via pipelines
