X,Y,objectid_1,zuj,alkohol_vinik,hlavni_pricina,srazka,nasledky,pricina,stav_vozovky,povetrnostni_podm,rozhled,misto_nehody,druh_komun,pneumatiky,druh_pohonu,druh_vozidla,mestska_cast,pohlavi,alkohol,den_v_tydnu,mesic_t,katastr,chovani_chodce,stav_chodce,drogy_chodec,alkohol_chodec,osobni_prepravnik,reflexni_prvky,kategorie_chodce,nasledek,ozn_osoba,zavineni,viditelnost,situovani,osoba,stav_ridic,doba,smrt_po,lz,target_fid_1,join_count_1,objectid,join_count,target_fid,den,vek,smrt_dny,rok_nar,p48a,p59d,rok,tz,smrt,lehce_zran_os,tezce_zran_os,usmrceno_os,id_vozidla,hodina,ovlivneni_ridice,cas,mesic,e,d,id_nehody,datum,hmotna_skoda_1,skoda_vozidlo,globalid
-599784.342,-1158731.488,1242,Brno-Žabovřesky,ne,nesprávný způsob jízdy,havárie,nehoda pouze s hmotnou škodou,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-Žabovřesky,muž,Ne,úterý,červen,Žabovřesky,,,,,,,,bez zraněn,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,0,71771,1,71771,1,71771,2,31,1,1988,1,88,2019,0,0,0,0,0,1,7,1,735,6,-1158731.488,-599784.342,60206191346,2019/06/25 00:00:00+00,1000,1000,6f3ee801-e302-42f8-a2aa-b2750cfe16f8
-601514.798,-1160547.252,1243,Brno-Kohoutovice,nezjišťováno,nesprávný způsob jízdy,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,"zastávka tramvaje, autobusu, trolejbusu bez nástup. ostrůvku",komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-Kohoutovice,žena,Nezjišťován,neděle,červen,Pisárky,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71772,1,71772,1,71772,7,42,1,1977,1,77,2019,0,0,1,0,0,2,10,1,1045,6,-1160547.252,-601514.798,60206191388,2019/06/30 00:00:00+00,3000,1000,3ea8c166-9ab5-45d3-89cc-cfc859bea320
-596483.004000001,-1160557.602,1244,Brno-Židenice,ano,nesprávný způsob jízdy,"srážka s vozidlem zaparkovaným, odstaveným",nehoda s následky na životě nebo zdraví,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,,,jízdní kolo,Brno-Židenice,žena,"Ano, obsah alkoholu v krvi 1,5‰ a více",středa,červenec,Zábrdovice,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, zhoršená viditelnost (svítání, soumrak)",na jízdním pruhu,řidič,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,noc,,1,71774,1,71774,1,71774,3,32,1,1987,1,87,2019,0,0,1,0,0,1,4,1,425,7,-1160557.602,-596483.004,60206191402,2019/07/03 00:00:00+00,12000,2000,2f880e9c-4e88-4160-9026-5207de6b90b5
-603226.431000002,-1160326.08,1245,Brno-Kohoutovice,ano,nesprávný způsob jízdy,havárie,nehoda s následky na životě nebo zdraví,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-Kohoutovice,muž,"Ano, obsah alkoholu v krvi od 1,0‰ do 1,5‰",středa,červenec,Kohoutovice,,,,,,,,těžké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na chodníku nebo ostrůvku,řidič,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,den,,0,71775,1,71775,1,71775,3,35,1,1984,1,84,2019,1,0,0,1,0,1,20,1,2035,7,-1160326.08,-603226.431,60206191410,2019/07/03 00:00:00+00,5000,5000,faec6751-aeb2-49ff-876c-121fc264b0fd
-598810.633000001,-1158789.35,1246,Brno-Královo Pole,ano,nepřiměřená rychlost jízdy,"srážka s vozidlem zaparkovaným, odstaveným",nehoda s následky na životě nebo zdraví,jiný druh nepřiměřené rychlosti,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-Královo Pole,muž,Pod vlivem drog,čtvrtek,červenec,Ponava,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,"pod vlivem léků, narkoti",den,,1,71776,1,71776,1,71776,4,35,1,1984,1,84,2019,0,0,1,0,0,1,9,1,955,7,-1158789.35,-598810.633,60206191414,2019/07/04 00:00:00+00,16000,10000,99dddae1-46af-4453-92af-14057a861866
-596108.197000001,-1159141.232,1247,Brno-sever,ano,nesprávný způsob jízdy,havárie,nehoda s následky na životě nebo zdraví,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-sever,muž,"Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰",sobota,červenec,Husovice,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na kolejích tramvaje,řidič,"pod vlivem alkoholu, obsah alkoholu v krvi do 0,99 ‰",den,,1,71778,1,71778,1,71778,6,73,1,1946,1,46,2019,0,0,1,0,0,1,17,1,1720,7,-1159141.232,-596108.197,60206191425,2019/07/06 00:00:00+00,2000,2000,07866e73-9704-470d-8aac-28b50556549d
-599208.784000002,-1159275.88,1248,Brno-střed,ne,nesprávný způsob jízdy,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,jiný druh nesprávného způsobu jízdy,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-střed,žena,Ne,čtvrtek,červenec,Veveří,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71780,1,71780,1,71780,4,35,1,1984,1,84,2019,0,0,1,0,0,1,7,1,735,7,-1159275.88,-599208.784,60206191452,2019/07/11 00:00:00+00,10000,5000,90e74212-1719-4123-9bfe-26b6bb6b3e6f
-598823.499000002,-1154240.772,1249,Brno-Řečkovice a Mokrá Hora,ne,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,proti příkazu dopravní značky DEJ PŘEDNOST,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-Řečkovice a Mokrá Hora,muž,Ne,čtvrtek,červenec,Řečkovice,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71781,1,71781,1,71781,4,22,1,1997,1,97,2019,0,0,1,0,0,2,15,1,1535,7,-1154240.772,-598823.499,60206191455,2019/07/11 00:00:00+00,35100,30000,05851f00-61e6-46c8-9ba3-e17021ec265c
-600972.993000001,-1158171.099,1250,Brno-Žabovřesky,ne,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,proti příkazu dopravní značky DEJ PŘEDNOST,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,uzel (křižovatka sledovaná ve vybraných městech),,,jízdní kolo,Brno-Žabovřesky,muž,Ne,čtvrtek,červenec,Žabovřesky,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71782,1,71782,1,71782,4,44,1,1975,1,75,2019,0,0,1,0,0,2,20,1,2010,7,-1158171.099,-600972.993,60206191458,2019/07/11 00:00:00+00,41000,20000,837375c0-d39c-40e8-9fe0-1dd9494e80c4
-597166.601,-1157104.942,1251,Brno-sever,ano,nepřiměřená rychlost jízdy,srážka s pevnou překážkou,nehoda s následky na životě nebo zdraví,"nepřizpůsobení rychlosti dopravně technickému stavu vozovky (zatáčka, klesání, stoupání, šířka vozovky apod.)","povrch suchý, neznečistěný",neztížené,dobré,"výjezd z parkoviště, lesní cesty apod. (pol.36=7,8)",komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-sever,muž,"Ano, obsah alkoholu v krvi 1,5‰ a více",úterý,červenec,Lesná,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",mimo komunikaci,řidič,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,den,,1,71784,1,71784,1,71784,2,46,1,1973,1,73,2019,0,0,1,0,0,1,10,1,1034,7,-1157104.942,-597166.601,60206191482,2019/07/16 00:00:00+00,22000,2000,3384ae90-c7e5-4428-bdeb-8a42b5b113af
-595122.092999998,-1165964.886,1252,Brno-Tuřany,ne,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,proti příkazu dopravní značky STŮJ DEJ PŘEDNOST,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-Tuřany,muž,Ne,neděle,červenec,Brněnské Ivanovice,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71785,1,71785,1,71785,7,36,1,1983,1,83,2019,0,0,1,0,0,2,7,1,725,7,-1165964.886,-595122.093,60206191516,2019/07/21 00:00:00+00,11000,1000,e80b4ad1-3cdc-4818-8ac2-331bb9b487f7
-598143.41,-1159868.179,1253,Brno-střed,ne,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,nehoda pouze s hmotnou škodou,proti příkazu dopravní značky STŮJ DEJ PŘEDNOST,"povrch suchý, neznečistěný",neztížené,dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),uzel (křižovatka sledovaná ve vybraných městech),,,jízdní kolo,Brno-střed,muž,Ne,pondělí,červenec,Veveří,,,,,,,,bez zraněn,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,0,71786,1,71786,1,71786,1,37,1,1982,1,82,2019,0,0,0,0,0,2,7,1,750,7,-1159868.179,-598143.41,60206191518,2019/07/22 00:00:00+00,3100,2000,d6577152-5d83-47d2-b353-64e6534c66b9
-595705.618000001,-1159190.197,1254,Brno-Maloměřice a Obřany,ano,nesprávný způsob jízdy,"srážka s vozidlem zaparkovaným, odstaveným",nehoda s následky na životě nebo zdraví,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,,,jízdní kolo,Brno-Maloměřice a Obřany,muž,"Ano, obsah alkoholu v krvi do 0,24 ‰",středa,červenec,Maloměřice,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,"pod vlivem alkoholu, obsah alkoholu v krvi do 0,99 ‰",den,,1,71789,1,71789,1,71789,3,22,1,1997,1,97,2019,0,0,1,0,0,1,18,1,1820,7,-1159190.197,-595705.618,60206191536,2019/07/24 00:00:00+00,30000,0,23ad3694-7736-4e84-b2db-75931c1c5b9e
-594729.833999999,-1160979.764,1255,Brno-Židenice,ne,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,při odbočování vlevo,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-Židenice,žena,Ne,pátek,červenec,Židenice,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71790,1,71790,1,71790,5,34,1,1985,1,85,2019,0,0,1,0,0,2,6,1,640,7,-1160979.764,-594729.834,60206191548,2019/07/26 00:00:00+00,23000,20000,d132555e-fd2e-4dc4-a216-ea836eb33718
-597667.945999999,-1163045.569,1256,Brno-jih,nezjišťováno,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,proti příkazu dopravní značky DEJ PŘEDNOST,"povrch suchý, neznečistěný",neztížené,dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),uzel (křižovatka sledovaná ve vybraných městech),,,jízdní kolo,Brno-jih,muž,Nezjišťován,pátek,červenec,Horní Heršpice,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71791,1,71791,1,71791,5,43,1,1976,1,76,2019,0,0,1,0,0,2,16,1,1628,7,-1163045.569,-597667.946,60206191550,2019/07/26 00:00:00+00,5000,0,099d7591-d2c9-4cdd-ad60-726029e5479c
-598517.638,-1157866.358,1257,Brno-Královo Pole,ano,nesprávný způsob jízdy,havárie,nehoda s následky na životě nebo zdraví,nezvládnutí řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-Královo Pole,muž,"Ano, obsah alkoholu v krvi 1,5‰ a více",neděle,červenec,Královo Pole,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na chodníku nebo ostrůvku,řidič,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,den,,1,71793,1,71793,1,71793,7,26,1,1993,1,93,2019,0,0,1,0,0,1,18,1,1845,7,-1157866.358,-598517.638,60206191562,2019/07/28 00:00:00+00,0,0,bd4aabe0-8230-4cb7-8acc-ee4d18391de8
-601146.250999998,-1160140.307,1258,Brno-Jundrov,nezjišťováno,nesprávný způsob jízdy,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,,,jízdní kolo,Brno-Jundrov,muž,Nezjišťován,pátek,srpen,Pisárky,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",na stezce pro cyklisty,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,noc,,1,71795,1,71795,1,71795,5,25,1,1994,1,94,2019,0,0,1,0,0,2,22,1,2205,8,-1160140.307,-601146.251,60206191605,2019/08/02 00:00:00+00,65000,0,f2c0f762-eb1d-47fc-89c1-3281a020d8e9
-598969.010000002,-1158858.555,1259,Brno-Královo Pole,ano,nesprávný způsob jízdy,havárie,nehoda s následky na životě nebo zdraví,nezvládnutí řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-Královo Pole,muž,"Ano, obsah alkoholu v krvi 1,5‰ a více",sobota,srpen,Ponava,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,noc,,1,71796,1,71796,1,71796,6,30,1,1989,1,89,2019,0,0,1,0,0,1,2,1,225,8,-1158858.555,-598969.01,60206191606,2019/08/03 00:00:00+00,1000,1000,cdc3c512-16ec-449b-a9ea-0369c2a0313a
-599090.054000001,-1159653.402,1260,Brno-střed,ne,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,"jízda na ""červenou"" 3-barevného semaforu","povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-střed,muž,Ne,pondělí,srpen,Veveří,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71797,1,71797,1,71797,1,20,1,1999,1,99,2019,0,0,2,0,0,2,18,1,1805,8,-1159653.402,-599090.054,60206191616,2019/08/05 00:00:00+00,87000,10000,fb4ebff9-aeb1-4429-8340-1dd8baa84aba
-594722.23,-1160992.213,1261,Brno-Židenice,ne,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,při odbočování vlevo,"povrch suchý, neznečistěný",neztížené,dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-Židenice,muž,Ne,středa,srpen,Židenice,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71798,1,71798,1,71798,3,22,1,1997,1,97,2019,0,0,1,0,0,2,8,1,840,8,-1160992.213,-594722.23,60206191628,2019/08/07 00:00:00+00,1000,1000,f68ae611-ae73-48d1-b4f6-6e2fc864248f
-600345.631999999,-1157935.875,1262,Brno-Žabovřesky,ano,nepřiměřená rychlost jízdy,srážka s jedoucím nekolejovým vozidlem,nehoda pouze s hmotnou škodou,"nepřizpůsobení rychlosti dopravně technickému stavu vozovky (zatáčka, klesání, stoupání, šířka vozovky apod.)","povrch suchý, neznečistěný",neztížené,dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),uzel (křižovatka sledovaná ve vybraných městech),,,jízdní kolo,Brno-Žabovřesky,muž,"Ano, obsah alkoholu v krvi 1,5‰ a více",čtvrtek,srpen,Žabovřesky,,,,,,,,bez zraněn,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,den,,0,71799,1,71799,1,71799,4,29,1,1990,1,90,2019,0,0,0,0,0,1,16,0,1650,8,-1157935.875,-600345.632,60206191637,2019/08/08 00:00:00+00,19000,2000,7f30872a-d108-49ac-aa75-201cffd19362
-600345.631999999,-1157935.875,1263,Brno-Žabovřesky,ano,nepřiměřená rychlost jízdy,srážka s jedoucím nekolejovým vozidlem,nehoda pouze s hmotnou škodou,"nepřizpůsobení rychlosti dopravně technickému stavu vozovky (zatáčka, klesání, stoupání, šířka vozovky apod.)","povrch suchý, neznečistěný",neztížené,dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),uzel (křižovatka sledovaná ve vybraných městech),,,jízdní kolo,Brno-Žabovřesky,muž,"Ano, obsah alkoholu v krvi 1,5‰ a více",čtvrtek,srpen,Žabovřesky,,,,,,,,bez zraněn,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,den,,0,71800,1,71800,1,71800,4,40,1,1979,1,79,2019,0,0,0,0,0,2,16,0,1650,8,-1157935.875,-600345.632,60206191637,2019/08/08 00:00:00+00,19000,2000,fe70471c-3305-4bc6-bd65-800d897c418c
-601607.699999999,-1158189,1264,Brno-Komín,nezjišťováno,nesprávný způsob jízdy,havárie,nehoda s následky na životě nebo zdraví,nezvládnutí řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,,,jízdní kolo,Brno-Komín,chlapec (do 15 let),Nezjišťován,pátek,srpen,Komín,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na chodníku nebo ostrůvku,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71801,1,71801,1,71801,5,14,1,2005,1,5,2019,0,0,1,0,0,1,11,1,1120,8,-1158189,-601607.7,60206191641,2019/08/09 00:00:00+00,5000,5000,1db59fd0-0d88-4a23-8eea-dcae71fbda93
-597860.157000002,-1164393.585,1265,Brno-jih,nezjišťováno,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,proti příkazu dopravní značky DEJ PŘEDNOST,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,,,jízdní kolo,Brno-jih,chlapec (do 15 let),Nezjišťován,středa,červen,Horní Heršpice,,,,,,,,bez zraněn,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,ostatní spolucestující (i v postranním vozíku motocyklu),dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,0,71802,1,71802,1,71802,3,2,1,2017,1,17,2019,0,0,1,0,0,2,17,1,1700,6,-1164393.585,-597860.157,60206191664,2019/06/19 00:00:00+00,500,500,5c8cedca-cf56-44b2-9c04-bececc26658f
-597860.157000002,-1164393.585,1266,Brno-jih,nezjišťováno,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,proti příkazu dopravní značky DEJ PŘEDNOST,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,,,jízdní kolo,Brno-jih,muž,Nezjišťován,středa,červen,Horní Heršpice,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71803,1,71803,1,71803,3,33,1,1986,1,86,2019,0,0,1,0,0,2,17,1,1700,6,-1164393.585,-597860.157,60206191664,2019/06/19 00:00:00+00,500,500,6ff5f20f-ff40-456c-8339-2ccccf82fe45
-600662.388999999,-1158307.537,1267,Brno-Žabovřesky,ano,nepřiměřená rychlost jízdy,havárie,nehoda s následky na životě nebo zdraví,"nepřizpůsobení rychlosti stavu vozovky (náledí, výtluky, bláto, mokrý povrch apod.)",povrch mokrý,déšť,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-Žabovřesky,muž,"Ano, obsah alkoholu v krvi od 1,0‰ do 1,5‰",pondělí,srpen,Žabovřesky,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, zhoršená viditelnost vlivem povětrnostních podmínek (mlha, sněžení, déšť apod.)",na jízdním pruhu,řidič,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,den,,1,71804,1,71804,1,71804,1,68,1,1951,1,51,2019,0,0,1,0,0,1,18,1,1815,8,-1158307.537,-600662.389,60206191665,2019/08/12 00:00:00+00,15000,5000,018c90ca-d945-4209-93f6-af51456d414e
-597862.177999999,-1159804.82,1268,Brno-střed,ne,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,proti příkazu dopravní značky DEJ PŘEDNOST,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,,,jízdní kolo,Brno-střed,muž,Ne,pátek,srpen,Černá Pole,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, zhoršená viditelnost (svítání, soumrak)",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71805,1,71805,1,71805,5,41,1,1978,1,78,2019,0,0,1,0,0,2,20,1,2020,8,-1159804.82,-597862.178,60206191695,2019/08/16 00:00:00+00,20000,10000,3bd873d4-211e-4d4b-9bd9-5d1c9277f914
-605220.171,-1157142.997,1269,Brno-Bystrc,ne,nesprávé předjíždění,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,"při předjíždění došlo k ohrožení předjížděného řidiče vozidla (vynucované zařazení, předjížděný řidič musel prudce brzdit, měnit směr jízdy apod.)","povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-Bystrc,muž,Ne,neděle,srpen,Bystrc,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71806,1,71806,1,71806,7,41,1,1978,1,78,2019,0,0,1,0,0,2,15,1,1539,8,-1157142.997,-605220.171,60206191701,2019/08/18 00:00:00+00,7000,5000,dfda7b6a-521b-401d-9d39-a04a644a7b90
